id,listing_id,buyer_id,buyer_club_name,offered_price,offered_salary,offered_contract_years,bonus_goals,bonus_assists,bonus_games,bonus_titles,signing_bonus,status,rejection_reason,created_at,responded_at,decision_deadline,decision_status,counter_offer,negotiation_closed
299f3407-f0e6-4e07-9b7b-cb3d494d8027,16aae5f3-c778-40d8-8bf2-014acecd920e,c9544dd0-3729-480b-bd00-315d75a45711,ABC FC,600000,6000,2,0,0,0,0,0,accepted,,2026-05-27 01:44:28.09257+00,2026-05-27 01:45:07.092+00,2026-05-27 08:45:07.092+00,player_accepted,,f
68aee067-5093-453a-a3c5-022622a27ed4,8daec386-dfee-4ea6-9d8b-006a48b7bfbe,c9544dd0-3729-480b-bd00-315d75a45711,ABC FC,267417,500,2,0,0,0,0,0,player_rejected,"Aqui é o empresário de Weverton Guimarães. O jogador recusou a proposta. Para fecharmos negócio, sugerimos: salário de R$625/mês, contrato de 3+ anos e bônus de assinatura.",2026-05-27 01:44:36.986203+00,2026-05-27 01:45:12.853+00,2026-05-27 08:45:12.853+00,player_rejected,,f
