id,user_id,type,title,message,icon,data,read_at,created_at,category,priority,link,actions
50c595e6-2351-425b-ac9a-d829ee40c6b4,68123140-4a25-44c0-adff-ea148c54423c,match_auto_simulated,Partida simulada automaticamente,🟢 Vitória 1x0 vs FLM Team Fc (BR Brasileirão Série A),🤖,"{""my_goals"": 1, ""opponent"": ""FLM Team Fc"", ""opp_goals"": 0, ""competition"": ""BR Brasileirão Série A"", ""auto_simulated"": true}",2026-05-01 23:05:02.962+00,2026-05-01 21:06:04.351975+00,Club,medium,,
406be4a3-8da6-4527-975c-15403382b0d6,3b612347-aa9f-41f8-9bee-59f26c562344,match_auto_simulated,Partida simulada automaticamente,🔴 Derrota 0x3 vs ADM FC (BR Brasileirão Série A),🤖,"{""my_goals"": 0, ""opponent"": ""ADM FC"", ""opp_goals"": 3, ""competition"": ""BR Brasileirão Série A"", ""auto_simulated"": true}",,2026-05-02 14:29:26.333012+00,Club,medium,,
104841f3-7734-4678-880a-e54ad810592c,e9e8a10a-6572-4369-a9c6-bdb3e6143f8c,match_auto_simulated,Partida simulada automaticamente,🔴 Derrota 2x3 vs Nacional BR (BR Brasileirão Série A),🤖,"{""my_goals"": 2, ""opponent"": ""Nacional BR"", ""opp_goals"": 3, ""competition"": ""BR Brasileirão Série A"", ""auto_simulated"": true}",,2026-05-02 14:29:26.830413+00,Club,medium,,
2987d6f1-ba3d-4b9a-b171-d0a3c4bfb820,68123140-4a25-44c0-adff-ea148c54423c,match_auto_simulated,Partida simulada automaticamente,🟢 Vitória 3x0 vs FLM (BR Brasileirão Série A),🤖,"{""my_goals"": 3, ""opponent"": ""FLM"", ""opp_goals"": 0, ""competition"": ""BR Brasileirão Série A"", ""auto_simulated"": true}",2026-05-02 14:30:19.638+00,2026-05-02 14:29:26.112707+00,Club,medium,,
c807467b-2463-4d93-bd83-5b8aee81529b,68123140-4a25-44c0-adff-ea148c54423c,info,Aviso Múltiplas Correções sendo aplicadas!,Sistema De Liga Desativado! Jogo entrando em manutenção Total! ,⚠️,,2026-05-02 23:46:29.923+00,2026-05-02 23:46:06.574988+00,Club,medium,,
813db604-d49a-46bb-92ae-aeaa8b519165,1c4c75aa-2561-441e-9c0e-9655aa005e34,info,🏆 Novo Campeonato: Mundial,"Você foi inscrito no campeonato ""Mundial"" (Grupos)!
📅 Primeiro jogo: 02/05, 20:52
👥 4 times
🥇 1º: R$50.0M
Boa sorte!",🏆,"{""tournamentId"": ""fb8ce7f9-ed00-4681-beed-4c4c941db996""}",,2026-05-02 23:47:53.336609+00,Club,medium,,
7471914b-e463-4b9b-9460-44a1bbdc3aef,3b612347-aa9f-41f8-9bee-59f26c562344,info,🏆 Novo Campeonato: Mundial,"Você foi inscrito no campeonato ""Mundial"" (Grupos)!
📅 Primeiro jogo: 02/05, 20:52
👥 4 times
🥇 1º: R$50.0M
Boa sorte!",🏆,"{""tournamentId"": ""fb8ce7f9-ed00-4681-beed-4c4c941db996""}",,2026-05-02 23:47:53.336609+00,Club,medium,,
a609a2f9-8861-46e4-9c5c-f77013011ca6,1c4c75aa-2561-441e-9c0e-9655aa005e34,info,🏆 Novo Campeonato: Mundial,"Você foi inscrito no campeonato ""Mundial"" (Grupos)!
📅 Primeiro jogo: em breve
👥 2 times
🥇 1º: R$5.0M
Boa sorte!",🏆,"{""tournamentId"": ""bcae3bb7-af0b-447e-9f6f-a95618e10ad4""}",,2026-05-02 23:49:05.877284+00,Club,medium,,
9eaf9f3a-f1d8-4e20-9530-51847eb5f790,c9544dd0-3729-480b-bd00-315d75a45711,match_auto_simulated,Partida simulada automaticamente,🟡 Empate 1x1 vs Dragões BR (BR Brasileirão Série A),🤖,"{""my_goals"": 1, ""opponent"": ""Dragões BR"", ""opp_goals"": 1, ""competition"": ""BR Brasileirão Série A"", ""auto_simulated"": true}",2026-05-02 23:51:29.674+00,2026-05-01 21:06:04.982925+00,Club,medium,,
c3376578-e800-4e80-88a4-9bfdd8c541d1,c9544dd0-3729-480b-bd00-315d75a45711,match_auto_simulated,Partida simulada automaticamente,🔴 Derrota 0x1 vs Real BR (BR Brasileirão Série A),🤖,"{""my_goals"": 0, ""opponent"": ""Real BR"", ""opp_goals"": 1, ""competition"": ""BR Brasileirão Série A"", ""auto_simulated"": true}",2026-05-02 23:51:31.176+00,2026-05-02 14:29:11.583473+00,Club,medium,,
b30c4ce7-0984-42e4-907e-8609fb6b6a5f,c9544dd0-3729-480b-bd00-315d75a45711,info,🏆 Novo Campeonato: Mundial,"Você foi inscrito no campeonato ""Mundial"" (Grupos)!
📅 Primeiro jogo: 02/05, 20:52
👥 4 times
🥇 1º: R$50.0M
Boa sorte!",🏆,"{""tournamentId"": ""fb8ce7f9-ed00-4681-beed-4c4c941db996""}",2026-05-02 23:51:31.674+00,2026-05-02 23:47:53.336609+00,Club,medium,,
e9076842-f149-46af-a826-cc20fdec1e6b,68123140-4a25-44c0-adff-ea148c54423c,info,🏆 Novo Campeonato: Mundial,"Você foi inscrito no campeonato ""Mundial"" (Grupos)!
📅 Primeiro jogo: 02/05, 20:52
👥 4 times
🥇 1º: R$50.0M
Boa sorte!",🏆,"{""tournamentId"": ""fb8ce7f9-ed00-4681-beed-4c4c941db996""}",2026-05-03 00:04:22.341+00,2026-05-02 23:47:53.336609+00,Club,medium,,
8f927dc9-0944-4ef7-8f10-50fe07ae11b8,68123140-4a25-44c0-adff-ea148c54423c,info,🏆 Novo Campeonato: Mundial,"Você foi inscrito no campeonato ""Mundial"" (Grupos)!
📅 Primeiro jogo: em breve
👥 2 times
🥇 1º: R$5.0M
Boa sorte!",🏆,"{""tournamentId"": ""bcae3bb7-af0b-447e-9f6f-a95618e10ad4""}",2026-05-03 00:04:22.637+00,2026-05-02 23:49:05.877284+00,Club,medium,,
3a0ccf0e-fd5d-4b4c-ba51-8b79793b137a,74125438-d6d6-471b-9669-b06add2421de,match_auto_simulated,Partida simulada automaticamente,🟢 Vitória 3x2 vs Dragões ES (ES La Liga),🤖,"{""my_goals"": 3, ""opponent"": ""Dragões ES"", ""opp_goals"": 2, ""competition"": ""ES La Liga"", ""auto_simulated"": true}",2026-05-06 22:48:45.926+00,2026-05-01 20:12:04.409042+00,Club,medium,,
8a3beb5d-d252-48c7-936b-2cbbd9018a7b,74125438-d6d6-471b-9669-b06add2421de,match_auto_simulated,Partida simulada automaticamente,🟡 Empate 0x0 vs United ES (ES La Liga),🤖,"{""my_goals"": 0, ""opponent"": ""United ES"", ""opp_goals"": 0, ""competition"": ""ES La Liga"", ""auto_simulated"": true}",2026-05-06 22:48:45.926+00,2026-05-02 14:29:46.946804+00,Club,medium,,
b226cc42-1982-4b41-8fa5-dee7cfa20a2a,68123140-4a25-44c0-adff-ea148c54423c,finance,💼 Movimentação Administrativa,"Seu saldo foi alterado em R$ 100,000,000. Motivo: Aporte administrativo",🔔,,2026-05-11 03:33:07.998+00,2026-05-11 03:32:21.999783+00,Club,medium,,
d1054855-98b6-4865-ab75-d281a1537cd5,68123140-4a25-44c0-adff-ea148c54423c,match_report,🟢 Relatório: ADM FC 10x4 Fluminense,Brasileirão Série A • Toque para ver os detalhes da partida.,📊,"{""my_goals"": 10, ""opp_goals"": 4, ""competition"": ""Brasileirão Série A"", ""match_db_id"": ""21e17a9b-042a-4df9-bfd8-da3005b3c520""}",2026-05-15 22:50:54.133+00,2026-05-15 22:42:47.934947+00,Club,medium,,
2ecf5ab1-f9ca-4b7d-8d74-e6710594a988,c9544dd0-3729-480b-bd00-315d75a45711,success,Pagamento Confirmado,"Recebemos seu pagamento para ""Campanha Local"".",✅,"{""status"": ""PAID"", ""order_id"": ""cb1b1c96-17fd-414c-8145-81cd61a93822"", ""payment_id"": ""159602823718""}",2026-05-16 19:24:46.679+00,2026-05-16 17:46:50.039368+00,Financeiro,high,,
c7cfac0d-a563-4ec6-b8f5-2a1faf7aa7f6,1c4c75aa-2561-441e-9c0e-9655aa005e34,info,🏆 Novo Campeonato: Mundial,"Você foi inscrito no campeonato ""Mundial"" (Grupos)!
📅 Primeiro jogo: 02/05, 20:54
👥 4 times
🥇 1º: R$5.0M
Boa sorte!",🏆,"{""tournamentId"": ""9da47a78-8f76-430f-bed6-25c4a1ab3688""}",,2026-05-02 23:49:58.983386+00,Club,medium,,
90172272-5e94-471a-9175-aaa9b27d8d2d,3b612347-aa9f-41f8-9bee-59f26c562344,info,🏆 Novo Campeonato: Mundial,"Você foi inscrito no campeonato ""Mundial"" (Grupos)!
📅 Primeiro jogo: 02/05, 20:54
👥 4 times
🥇 1º: R$5.0M
Boa sorte!",🏆,"{""tournamentId"": ""9da47a78-8f76-430f-bed6-25c4a1ab3688""}",,2026-05-02 23:49:58.983386+00,Club,medium,,
ecc9b820-fa25-407d-9aed-c7cc162ffc13,c9544dd0-3729-480b-bd00-315d75a45711,info,🏆 Novo Campeonato: Mundial,"Você foi inscrito no campeonato ""Mundial"" (Grupos)!
📅 Primeiro jogo: 02/05, 20:54
👥 4 times
🥇 1º: R$5.0M
Boa sorte!",🏆,"{""tournamentId"": ""9da47a78-8f76-430f-bed6-25c4a1ab3688""}",2026-05-02 23:51:34.134+00,2026-05-02 23:49:58.983386+00,Club,medium,,
dee1cc13-bba2-46f8-9835-f413cc149d8f,1c4c75aa-2561-441e-9c0e-9655aa005e34,match_auto_simulated,Partida simulada automaticamente,🟢 Vitória 3x2 vs ADM FC (Campeonato),🤖,"{""my_goals"": 3, ""opponent"": ""ADM FC"", ""opp_goals"": 2, ""competition"": ""Campeonato"", ""auto_simulated"": true}",,2026-05-02 23:54:00.980312+00,Club,medium,,
56ca5001-3eca-4436-8964-cecb9e8dd42b,68123140-4a25-44c0-adff-ea148c54423c,match_auto_simulated,Partida simulada automaticamente,🔴 Derrota 2x3 vs Real Zaragola (Campeonato),🤖,"{""my_goals"": 2, ""opponent"": ""Real Zaragola"", ""opp_goals"": 3, ""competition"": ""Campeonato"", ""auto_simulated"": true}",2026-05-03 00:03:57.737+00,2026-05-02 23:54:00.948369+00,Club,medium,,
e158ab0b-958c-46a0-9e1e-806d923b17e5,68123140-4a25-44c0-adff-ea148c54423c,info,🏆 Novo Campeonato: Mundial,"Você foi inscrito no campeonato ""Mundial"" (Grupos)!
📅 Primeiro jogo: 02/05, 20:54
👥 4 times
🥇 1º: R$5.0M
Boa sorte!",🏆,"{""tournamentId"": ""9da47a78-8f76-430f-bed6-25c4a1ab3688""}",2026-05-03 00:04:22.866+00,2026-05-02 23:49:58.983386+00,Club,medium,,
2c285943-ee9f-466a-8c9e-13aaf47c393e,68123140-4a25-44c0-adff-ea148c54423c,friendly_accepted,Amistoso aceito!,ABC FC aceitou sua partida aberta.,⚽,"{""opponent"": ""ABC FC"", ""invite_id"": ""f6d3927b-2998-439a-9e2b-3152acc89722""}",2026-05-03 02:43:15.28+00,2026-05-03 00:05:54.50738+00,Club,medium,,
bba02a79-e342-49ba-8e79-527a83700d44,68123140-4a25-44c0-adff-ea148c54423c,match_auto_simulated,Partida simulada automaticamente,🟢 Vitória 2x1 vs ABC FC (Amistoso),🤖,"{""my_goals"": 2, ""opponent"": ""ABC FC"", ""opp_goals"": 1, ""competition"": ""Amistoso"", ""auto_simulated"": true}",2026-05-03 02:43:15.766+00,2026-05-03 00:12:01.650795+00,Club,medium,,
b72e7d08-1dfd-4295-bf7e-bb3148e33c9c,e9e8a10a-6572-4369-a9c6-bdb3e6143f8c,warning,Nova proposta por Rodinei Monteiro!,ADM FC ofereceu R$293k por Rodinei Monteiro (OVR 50). Salário: R$500/mês • Contrato: 2 anos. Confira na aba Propostas do Mercado!,📩,,,2026-05-03 02:44:32.755709+00,Club,medium,,
60446749-45e6-4724-9e95-045d2ef7ca15,3b612347-aa9f-41f8-9bee-59f26c562344,match_auto_simulated,Partida simulada automaticamente,🔴 Derrota 1x2 vs Sporting BR (BR Brasileirão Série A),🤖,"{""my_goals"": 1, ""opponent"": ""Sporting BR"", ""opp_goals"": 2, ""competition"": ""BR Brasileirão Série A"", ""auto_simulated"": true}",,2026-05-03 21:08:01.739288+00,Club,medium,,
4c1258b8-bd48-4107-98de-a600b57aed52,e9e8a10a-6572-4369-a9c6-bdb3e6143f8c,match_auto_simulated,Partida simulada automaticamente,🟡 Empate 1x1 vs United BR (BR Brasileirão Série A),🤖,"{""my_goals"": 1, ""opponent"": ""United BR"", ""opp_goals"": 1, ""competition"": ""BR Brasileirão Série A"", ""auto_simulated"": true}",,2026-05-03 21:08:03.754329+00,Club,medium,,
c00ec813-5dd0-43f6-ae8d-a7571ec8d187,3b612347-aa9f-41f8-9bee-59f26c562344,match_auto_simulated,Partida simulada automaticamente,🔴 Derrota 0x1 vs ABC FC (Campeonato),🤖,"{""my_goals"": 0, ""opponent"": ""ABC FC"", ""opp_goals"": 1, ""competition"": ""Campeonato"", ""auto_simulated"": true}",,2026-05-03 23:54:01.048728+00,Club,medium,,
b7594a27-40d7-41ab-9ffd-954f0ae891a7,3b612347-aa9f-41f8-9bee-59f26c562344,match_auto_simulated,Partida simulada automaticamente,🟡 Empate 2x2 vs Real BR (BR Brasileirão Série A),🤖,"{""my_goals"": 2, ""opponent"": ""Real BR"", ""opp_goals"": 2, ""competition"": ""BR Brasileirão Série A"", ""auto_simulated"": true}",,2026-05-04 21:07:04.923894+00,Club,medium,,
f6c24cc5-c49d-456a-b448-f19ca0472f8b,68123140-4a25-44c0-adff-ea148c54423c,finance,💼 Movimentação Administrativa,"Seu saldo foi alterado em R$ 10,000,000,000. Motivo: Aporte administrativo",🔔,,2026-05-11 03:33:08.255+00,2026-05-11 03:32:37.017427+00,Club,medium,,
11c1a171-5c3f-4536-a788-cda77fe55ceb,3b612347-aa9f-41f8-9bee-59f26c562344,match_auto_simulated,Partida simulada automaticamente,🟢 Vitória 1x0 vs Estrela BR (BR Brasileirão Série A),🤖,"{""my_goals"": 1, ""opponent"": ""Estrela BR"", ""opp_goals"": 0, ""competition"": ""BR Brasileirão Série A"", ""auto_simulated"": true}",,2026-05-04 21:08:01.313724+00,Club,medium,,
a2160ba8-499b-4213-adfa-923ac1e798d1,68123140-4a25-44c0-adff-ea148c54423c,match_auto_simulated,Partida simulada automaticamente,🟡 Empate 2x2 vs Falcões BR (BR Brasileirão Série A),🤖,"{""my_goals"": 2, ""opponent"": ""Falcões BR"", ""opp_goals"": 2, ""competition"": ""BR Brasileirão Série A"", ""auto_simulated"": true}",2026-05-05 20:37:24.558+00,2026-05-03 21:08:03.32329+00,Club,medium,,
28564dd4-a329-4bc1-bdb9-1dc71824ca90,c9544dd0-3729-480b-bd00-315d75a45711,match_auto_simulated,Partida simulada automaticamente,🔴 Derrota 1x2 vs ADM FC (Amistoso),🤖,"{""my_goals"": 1, ""opponent"": ""ADM FC"", ""opp_goals"": 2, ""competition"": ""Amistoso"", ""auto_simulated"": true}",2026-05-06 22:45:08.797+00,2026-05-03 00:12:01.713287+00,Club,medium,,
00e1bae6-a056-4d7a-a1c0-191ce398320b,c9544dd0-3729-480b-bd00-315d75a45711,match_auto_simulated,Partida simulada automaticamente,🔴 Derrota 0x2 vs Real BR (BR Brasileirão Série A),🤖,"{""my_goals"": 0, ""opponent"": ""Real BR"", ""opp_goals"": 2, ""competition"": ""BR Brasileirão Série A"", ""auto_simulated"": true}",2026-05-06 22:45:08.797+00,2026-05-03 21:07:05.01177+00,Club,medium,,
1525d8ff-b2f8-4ad1-a847-a60a329d65f4,c9544dd0-3729-480b-bd00-315d75a45711,match_auto_simulated,Partida simulada automaticamente,🟢 Vitória 1x0 vs FLM (Campeonato),🤖,"{""my_goals"": 1, ""opponent"": ""FLM"", ""opp_goals"": 0, ""competition"": ""Campeonato"", ""auto_simulated"": true}",2026-05-06 22:45:08.797+00,2026-05-03 23:54:01.009105+00,Club,medium,,
37276b61-24f3-45a6-bf8a-40515bb6be54,74125438-d6d6-471b-9669-b06add2421de,match_auto_simulated,Partida simulada automaticamente,🟢 Vitória 2x0 vs United ES (ES La Liga),🤖,"{""my_goals"": 2, ""opponent"": ""United ES"", ""opp_goals"": 0, ""competition"": ""ES La Liga"", ""auto_simulated"": true}",2026-05-06 22:48:45.926+00,2026-05-03 20:06:04.550862+00,Club,medium,,
c08e4702-6e17-4206-95cb-d97aa66bae97,74125438-d6d6-471b-9669-b06add2421de,match_auto_simulated,Partida simulada automaticamente,🟡 Empate 2x2 vs Nacional ES (ES La Liga),🤖,"{""my_goals"": 2, ""opponent"": ""Nacional ES"", ""opp_goals"": 2, ""competition"": ""ES La Liga"", ""auto_simulated"": true}",2026-05-06 22:48:45.926+00,2026-05-04 20:06:04.3347+00,Club,medium,,
01453f1a-714f-4bb2-898d-be71b34e9b62,68123140-4a25-44c0-adff-ea148c54423c,match_report,🟢 Relatório: ADM FC 10x4 Fluminense,Brasileirão Série A • Toque para ver os detalhes da partida.,📊,"{""my_goals"": 10, ""opp_goals"": 4, ""competition"": ""Brasileirão Série A"", ""match_db_id"": ""21e17a9b-042a-4df9-bfd8-da3005b3c520""}",2026-05-15 22:50:54.54+00,2026-05-15 22:50:16.308946+00,Club,medium,,
f76c5f22-51a3-4017-afc0-9717c1abb881,c9544dd0-3729-480b-bd00-315d75a45711,success,Acesso Liberado!,"Seu item ""Campanha Local"" foi liberado automaticamente.",🚀,"{""item_id"": ""mkt_local"", ""order_id"": ""cb1b1c96-17fd-414c-8145-81cd61a93822"", ""delivered"": true}",2026-05-16 19:24:46.446+00,2026-05-16 17:46:50.172956+00,Clube,ultra,,
75ddbf30-337d-4cd7-a748-f0f60007f50a,320fcbb8-c3eb-43e7-a3eb-0f302b46897f,success,Pagamento Confirmado,"Recebemos seu pagamento para ""Plano Sócio Ouro"".",✅,"{""status"": ""PAID"", ""order_id"": ""5773eaca-be9f-45d2-9175-b83ac97da9e9"", ""payment_id"": ""158979712101""}",2026-05-17 20:40:52.478+00,2026-05-17 20:38:34.434667+00,Financeiro,high,,
14cb621b-af2e-4219-895a-837c3df3aab6,68123140-4a25-44c0-adff-ea148c54423c,info,Pedido Realizado,"Seu pedido para ""Campanha Local"" foi gerado. Aguardando pagamento.",🛍️,"{""item_id"": ""mkt_local"", ""order_id"": ""09877cec-7e7a-42f3-9b37-7c8d9e517fa2""}",2026-05-24 21:34:07.607+00,2026-05-24 21:33:34.007757+00,Financeiro,medium,,
437138c1-774f-4aa7-ace5-5a1cd975ec2f,e9e8a10a-6572-4369-a9c6-bdb3e6143f8c,match_auto_simulated,Partida simulada automaticamente,🟢 Vitória 2x1 vs Dragões BR (BR Brasileirão Série A),🤖,"{""my_goals"": 2, ""opponent"": ""Dragões BR"", ""opp_goals"": 1, ""competition"": ""BR Brasileirão Série A"", ""auto_simulated"": true}",,2026-05-04 21:08:02.308856+00,Club,medium,,
720fcb72-1baa-42ae-8c54-c2a533900ea0,68123140-4a25-44c0-adff-ea148c54423c,match_auto_simulated,Partida simulada automaticamente,🟢 Vitória 2x1 vs City BR (BR Brasileirão Série A),🤖,"{""my_goals"": 2, ""opponent"": ""City BR"", ""opp_goals"": 1, ""competition"": ""BR Brasileirão Série A"", ""auto_simulated"": true}",2026-05-05 20:37:25.693+00,2026-05-04 21:08:01.915397+00,Club,medium,,
068e3ce7-c993-4c3c-8468-cbcbd8826718,3b612347-aa9f-41f8-9bee-59f26c562344,match_auto_simulated,Partida simulada automaticamente,🟡 Empate 0x0 vs ADM FC (BR Brasileirão Série A),🤖,"{""my_goals"": 0, ""opponent"": ""ADM FC"", ""opp_goals"": 0, ""competition"": ""BR Brasileirão Série A"", ""auto_simulated"": true}",,2026-05-05 21:02:55.01971+00,Club,medium,,
46556045-4614-4c3f-b16f-4486e96422a4,e9e8a10a-6572-4369-a9c6-bdb3e6143f8c,match_auto_simulated,Partida simulada automaticamente,🟢 Vitória 3x1 vs Nacional BR (BR Brasileirão Série A),🤖,"{""my_goals"": 3, ""opponent"": ""Nacional BR"", ""opp_goals"": 1, ""competition"": ""BR Brasileirão Série A"", ""auto_simulated"": true}",,2026-05-05 21:02:57.050143+00,Club,medium,,
8e6e3afe-602e-4d52-ac23-6e5733f5bae6,68123140-4a25-44c0-adff-ea148c54423c,match_auto_simulated,Partida simulada automaticamente,🟡 Empate 0x0 vs FLM (BR Brasileirão Série A),🤖,"{""my_goals"": 0, ""opponent"": ""FLM"", ""opp_goals"": 0, ""competition"": ""BR Brasileirão Série A"", ""auto_simulated"": true}",2026-05-05 21:06:51.035+00,2026-05-05 21:02:54.805043+00,Club,medium,,
bebc1168-0c0e-4e44-9e8a-8445fb5c5d14,e9e8a10a-6572-4369-a9c6-bdb3e6143f8c,match_auto_simulated,Partida simulada automaticamente,🔴 Derrota 1x4 vs UNC SPORT CLUB (IR Persian Gulf Pro),🤖,"{""my_goals"": 1, ""opponent"": ""UNC SPORT CLUB"", ""opp_goals"": 4, ""competition"": ""IR Persian Gulf Pro"", ""auto_simulated"": true}",,2026-05-05 21:12:55.838749+00,Club,medium,,
934c4077-141c-41b0-b0e8-1ddbe99f2256,3b612347-aa9f-41f8-9bee-59f26c562344,match_auto_simulated,Partida simulada automaticamente,🟢 Vitória 3x0 vs City SA (IR Persian Gulf Pro),🤖,"{""my_goals"": 3, ""opponent"": ""City SA"", ""opp_goals"": 0, ""competition"": ""IR Persian Gulf Pro"", ""auto_simulated"": true}",,2026-05-05 21:12:58.294791+00,Club,medium,,
5232ba1c-4e01-4d05-bb91-c1d955a46880,68123140-4a25-44c0-adff-ea148c54423c,match_auto_simulated,Partida simulada automaticamente,🟢 Vitória 3x0 vs Real IT (IR Persian Gulf Pro),🤖,"{""my_goals"": 3, ""opponent"": ""Real IT"", ""opp_goals"": 0, ""competition"": ""IR Persian Gulf Pro"", ""auto_simulated"": true}",2026-05-05 21:15:41.832+00,2026-05-05 21:12:53.246087+00,Club,medium,,
de0dc23d-54e3-40b2-9cb6-cdc220d19b47,68123140-4a25-44c0-adff-ea148c54423c,match_auto_simulated,Partida simulada automaticamente,🟢 Vitória 2x1 vs City SA (IR Persian Gulf Pro),🤖,"{""my_goals"": 2, ""opponent"": ""City SA"", ""opp_goals"": 1, ""competition"": ""IR Persian Gulf Pro"", ""auto_simulated"": true}",,2026-05-06 19:31:02.86579+00,Club,medium,,
093668c2-13db-4f8e-85c5-130ff4a5ce0b,e9e8a10a-6572-4369-a9c6-bdb3e6143f8c,match_auto_simulated,Partida simulada automaticamente,🔴 Derrota 2x3 vs United ES (IR Persian Gulf Pro),🤖,"{""my_goals"": 2, ""opponent"": ""United ES"", ""opp_goals"": 3, ""competition"": ""IR Persian Gulf Pro"", ""auto_simulated"": true}",,2026-05-06 19:31:03.199988+00,Club,medium,,
c23d1177-b015-418a-b6dd-f1ed8f3fb403,3b612347-aa9f-41f8-9bee-59f26c562344,match_auto_simulated,Partida simulada automaticamente,🟡 Empate 1x1 vs Rayo EN (IR Persian Gulf Pro),🤖,"{""my_goals"": 1, ""opponent"": ""Rayo EN"", ""opp_goals"": 1, ""competition"": ""IR Persian Gulf Pro"", ""auto_simulated"": true}",,2026-05-06 19:31:03.5349+00,Club,medium,,
f90ec951-d63e-418d-b692-e5be3235e97a,320fcbb8-c3eb-43e7-a3eb-0f302b46897f,success,Bem-vindo ao FLM 26!,"Parabéns pela criação do TESTER FLM FC! Dicas: treine seus jogadores diariamente, melhore o CT e entre em ligas para competir online. Boa sorte, Manager!",👋,,2026-05-06 22:17:05.461+00,2026-05-06 22:16:45.446032+00,Club,medium,,
41da0a30-3881-471b-9242-7765d46c517b,320fcbb8-c3eb-43e7-a3eb-0f302b46897f,success,Bem-vindo ao FLM 26!,"Parabéns pela criação do Tester United! Dicas: treine seus jogadores diariamente, melhore o CT e entre em ligas para competir online. Boa sorte, Manager!",👋,,2026-05-06 22:21:24.685+00,2026-05-06 22:21:20.545745+00,Club,medium,,
e54651a7-9d54-4c10-bf3c-2fe03d98f117,320fcbb8-c3eb-43e7-a3eb-0f302b46897f,success,Bem-vindo ao FLM 26!,"Parabéns pela criação do FC! Dicas: treine seus jogadores diariamente, melhore o CT e entre em ligas para competir online. Boa sorte, Manager!",👋,,2026-05-06 22:25:50.133+00,2026-05-06 22:25:45.388757+00,Club,medium,,
ac3b7a84-591d-44db-9a29-7eefa1e092c6,c9544dd0-3729-480b-bd00-315d75a45711,match_auto_simulated,Partida simulada automaticamente,🟢 Vitória 2x1 vs Furacão BR (BR Brasileirão Série A),🤖,"{""my_goals"": 2, ""opponent"": ""Furacão BR"", ""opp_goals"": 1, ""competition"": ""BR Brasileirão Série A"", ""auto_simulated"": true}",2026-05-06 22:45:08.797+00,2026-05-04 21:08:00.933877+00,Club,medium,,
3b1fb620-7f2a-4b00-915e-d8edd4a01520,c9544dd0-3729-480b-bd00-315d75a45711,match_auto_simulated,Partida simulada automaticamente,🟡 Empate 1x1 vs Internacional BR (BR Brasileirão Série A),🤖,"{""my_goals"": 1, ""opponent"": ""Internacional BR"", ""opp_goals"": 1, ""competition"": ""BR Brasileirão Série A"", ""auto_simulated"": true}",2026-05-06 22:45:08.797+00,2026-05-05 21:02:52.21343+00,Club,medium,,
172ab786-7b88-497c-8019-b5778840a18a,c9544dd0-3729-480b-bd00-315d75a45711,match_auto_simulated,Partida simulada automaticamente,🟢 Vitória 1x0 vs Tigres FR (IR Persian Gulf Pro),🤖,"{""my_goals"": 1, ""opponent"": ""Tigres FR"", ""opp_goals"": 0, ""competition"": ""IR Persian Gulf Pro"", ""auto_simulated"": true}",2026-05-06 22:45:08.797+00,2026-05-05 21:12:51.182168+00,Club,medium,,
2ca348af-4a34-4723-9ceb-0e337624098f,74125438-d6d6-471b-9669-b06add2421de,match_auto_simulated,Partida simulada automaticamente,🟢 Vitória 3x2 vs Estrella ES (ES La Liga),🤖,"{""my_goals"": 3, ""opponent"": ""Estrella ES"", ""opp_goals"": 2, ""competition"": ""ES La Liga"", ""auto_simulated"": true}",2026-05-06 22:48:45.926+00,2026-05-05 20:06:06.51289+00,Club,medium,,
a5e28f37-3483-4d2d-baf3-e4e70ad508fc,74125438-d6d6-471b-9669-b06add2421de,match_auto_simulated,Partida simulada automaticamente,🟢 Vitória 4x1 vs FLM Team Fc (IR Persian Gulf Pro),🤖,"{""my_goals"": 4, ""opponent"": ""FLM Team Fc"", ""opp_goals"": 1, ""competition"": ""IR Persian Gulf Pro"", ""auto_simulated"": true}",2026-05-06 22:48:45.926+00,2026-05-05 21:12:56.038087+00,Club,medium,,
c78d801e-f835-4f5e-9a66-4d8610425424,74125438-d6d6-471b-9669-b06add2421de,match_auto_simulated,Partida simulada automaticamente,🔴 Derrota 1x3 vs ABC FC (IR Persian Gulf Pro),🤖,"{""my_goals"": 1, ""opponent"": ""ABC FC"", ""opp_goals"": 3, ""competition"": ""IR Persian Gulf Pro"", ""auto_simulated"": true}",2026-05-06 22:48:45.926+00,2026-05-06 19:31:02.486342+00,Club,medium,,
06c5cd6b-26d9-426c-a394-e2252f6db015,320fcbb8-c3eb-43e7-a3eb-0f302b46897f,success,Bem-vindo ao FLM 26!,"Parabéns pela criação do FC! Dicas: treine seus jogadores diariamente, melhore o CT e entre em ligas para competir online. Boa sorte, Manager!",👋,,2026-05-10 17:43:17.448+00,2026-05-06 22:25:45.949933+00,Club,medium,,
88a135d2-cb06-4171-834f-fa349d8a1496,68123140-4a25-44c0-adff-ea148c54423c,finance,💼 Movimentação Administrativa,"Seu saldo foi alterado em R$ 10,000,000. Motivo: Aporte administrativo",🔔,,2026-05-11 03:14:18.988+00,2026-05-11 03:13:54.247233+00,Club,medium,,
7878b007-6dcf-42db-80fb-8ff717d5252d,68123140-4a25-44c0-adff-ea148c54423c,finance,💼 Movimentação Administrativa,"Seu saldo foi alterado em R$ 10,000,000. Motivo: Aporte administrativo",🔔,,2026-05-11 03:14:18.988+00,2026-05-11 03:13:55.221791+00,Club,medium,,
